confidenceThreshold;tpr;fpr;accuracy;GPT_Model
1.0;0.020713463751438434;0.00580046403712297;0.5054881571346043;GPT-3.5
0.94;0.4614499424626007;0.228538283062645;0.6158290005777007;GPT-3.5
0.8899999999999999;0.9010356731875719;0.7900232018561485;0.5569035239745812;GPT-3.5
0.7999999999999998;0.9010356731875719;0.7935034802784223;0.5551704217215483;GPT-3.5
1.0;0.0;0.0;0.49797804737146156;GPT-4o-mini
0.94;0.6133486766398158;0.0765661252900232;0.7677642980935875;GPT-4o-mini
0.8899999999999999;0.6455696202531646;0.10440835266821345;0.7700751010976314;GPT-4o-mini
0.8499999999999999;0.6685845799769851;0.14501160092807425;0.7614095898324668;GPT-4o-mini
0.7999999999999998;0.6685845799769851;0.14617169373549885;0.7608318890814558;GPT-4o-mini
0.7499999999999998;0.6685845799769851;0.14965197215777262;0.7590987868284229;GPT-4o-mini
1.0;0.02186421173762946;0.0;0.5089543616406701;GPT-4o
0.99;0.03452243958573072;0.0;0.5153090699017908;GPT-4o
0.94;0.8112773302646721;0.14849187935034802;0.8313113807047949;GPT-4o
0.8899999999999999;0.859608745684695;0.2099767981438515;0.8249566724436742;GPT-4o
0.8499999999999999;0.8757192174913694;0.23897911832946636;0.8186019641825535;GPT-4o
0.7999999999999998;0.8791714614499425;0.25638051044083526;0.8116695551704217;GPT-4o
0.7499999999999998;0.8791714614499425;0.26102088167053367;0.8093587521663779;GPT-4o
0.6899999999999997;0.8791714614499425;0.265661252900232;0.8070479491623339;GPT-4o
